Ref,Qty,Value,Footprint,Manufacturer,MPN,Distributor,DistributorPN,Package,Description,DNP,Notes
C2890,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2891,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2892,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2893,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2894,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2895,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2896,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2897,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2898,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2899,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2900,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2901,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2902,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2903,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2904,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2905,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2906,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2907,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2908,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2909,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2910,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2911,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2912,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2913,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2914,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2915,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2916,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2917,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2918,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2919,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2920,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2921,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2922,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2923,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2924,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2925,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2926,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2927,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2928,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2929,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2930,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2931,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2932,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2933,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2934,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2935,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2936,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2937,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2938,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2939,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2940,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2941,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2942,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2943,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2944,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2945,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2946,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2947,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2948,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2949,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2950,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2951,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2952,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2953,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2954,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2955,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2956,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2957,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2958,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2959,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2960,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2961,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2962,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2963,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2964,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2965,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2966,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2967,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2968,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2969,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2970,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2971,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2972,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2973,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2974,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2975,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2976,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2977,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2978,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2979,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2980,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2981,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2982,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2983,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2984,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2985,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2986,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2987,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2988,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2989,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2990,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2991,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2992,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2993,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2994,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2995,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2996,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2997,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2998,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2999,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3000,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3001,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3002,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3003,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3004,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3005,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C3006,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
